"id","name","dbpediaResource"
"DB02716","7-Methyl-Guanosine-5'-Triphosphate",""
"DB02717","Cellotetraose",""
"DB02718","5-Formyl-6-Hydrofolic Acid",""
"DB02719","C-(1-Hydrogyl-Beta-D-Glucopyranosyl) Formamide",""
"DB02720","Alpha-D-Glucopyranosyl-2-Carboxylic Acid Amide",""
"DB02721","4-Iodopyrazole",""
"DB02722","4-O-Methyl-Beta-D-Glucuronic Acid",""
"DB02723","4-Oxo-2-Phenylmethanesulfonyl-Octahydro-Pyrrolo[1,2-a]Pyrazine-6-Carboxylic Acid [1-(N-Hydroxycarbamimidoyl)-Piperidin-4-Ylmethyl]-Amide",""
"DB02724","Delta-2-Albomycin A1",""
"DB02725","2-Amino-4-(4-Amino-Cyclohexa-2,5-Dienyl)-Butyric Acid",""
"DB02726","2-Phosphoglycolic Acid",""
"DB02727","N-Butyl-N'-Hydroxyguanidine",""
"DB02728","7-Hydroxy-2-Oxo-Chromene-3-Carboxylic Acid Ethyl Ester",""
"DB02729","SD146",""
"DB02730","4-Methylthio-Alpha-D-Mannose",""
"DB02731","Thimerosal",""
"DB02732","Nicotinamide Adenine Dinucleotide Acetone Adduct",""
"DB02733","Purvalanol",""
"DB02734","4-Deoxy-D-Mannuronic Acid",""
"DB02735","2-Amino-3-Oxo-4-Sulfo-Butyric Acid",""
"DB02736","Acetamide","Acetamide"
"DB02737","Oxalate Ion",""
"DB02738","Adenosine-5'-Pentaphosphate",""
"DB02739","O-Phosphoglycolohydroxamate",""
"DB02740","3-Indolebutyric Acid",""
"DB02741","CD564",""
"DB02742","Kifunensine",""
"DB02743","Beta-1,4-Galactobioside",""
"DB02744","RPR131247",""
"DB02745","Uridine","Uridine"
"DB02746","Phthalic Acid","Phthalic_Acid"
"DB02747","N-(R-Carboxy-Ethyl)-Alpha-(S)-(2-Phenylethyl)Glycyl-L-Arginine-N-Phenylamide",""
"DB02748","Bis-Tris Buffer",""
"DB02749","Pyromellitic Acid",""
"DB02750","S-(Methylmercury)-L-Cysteine",""
"DB02751","N-[Amino(Imino)Methyl]Glycine",""
"DB02752","Tosyl-D-Proline",""
"DB02753","Selenoinosine",""
"DB02754","9-Butyl-8-(3,4,5-Trimethoxybenzyl)-9h-Purin-6-Amine",""
"DB02755","1-3 Sugar Ring of Pentamannosyl 6-Phosphate",""
"DB02756","1,2,5,6-Tetrahydro-4h-Pyrrolo(3,2,1-Ij)Quinolin-4-One",""
"DB02757","Pyrazole","Pyrazole"
"DB02758","Indolylpropionic Acid",""
"DB02759","4-Methylumbelliferyl Chitobiose",""
"DB02760","1,6-Di-O-Phosphono-D-Allitol",""
"DB02761","S-Mercaptocysteine",""
"DB02762","RU79072",""
"DB02763","5-Mercapto-2-Nitro-Benzoic Acid",""
"DB02764","Hexane","Hexane"
"DB02765","9-Hydroxypropyladenine, R-Isomer",""
"DB02766","(3r)-3-{[(Benzyloxy)Carbonyl]Amino}-2-Oxo-4-Phenylbutane-1-Diazonium",""
"DB02767","3-Hydroxy-Myristic Acid",""
"DB02768","Tert-Butyloxycarbonyl Group",""
"DB02769","Alpha-L-Arabinofuranose",""
"DB02770","7-Alpha-D-Ribofuranosyl-2-Aminopurine-5'-Phosphate",""
"DB02771","Dodecane","Dodecane"
"DB02772","Sucrose","Sucrose"
"DB02773","(3-Chloro-4-Propoxy-Phenyl)-Acetic Acid",""
"DB02774","1,3-Propandiol",""
"DB02775","Benzoic Acid Phenylmethylester",""
"DB02776","1-Hexadecanosulfonic Acid",""
"DB02777","Diundecyl Phosphatidyl Choline",""
"DB02778","2,5-Anhydroglucitol-1,6-Biphosphate",""
"DB02779","Dodecane-Trimethylamine",""
"DB02780","Beta-3-Cysteine",""
"DB02781","4-{(Z)-[2-[3-(Methylsulfanyl)Propanoyl]-5-Oxo-1-(2-Oxoethyl)-1,5-Dihydro-4h-Imidazol-4-Ylidene]Methyl}Benzenolate",""
"DB02782","1-Hydroxy-2-(3-Pyridinyl)Ethylidene Bis-Phosphonic Acid",""
"DB02783","4'-Deoxy-4'-Acetylyamino-Pyridoxal-5'-Phosphate",""
"DB02784","N-[4-(2-{2-[3-(2-Bromo-Acetylamino)-Propionylamino]-3-Hydroxy-Propionylamino}-Ethyl)-Phenyl]-Oxalamic Acid",""
"DB02785","N-[2(S)-Cyclopentyl-1(R)-Hydroxy-3(R)Methyl]-5-[(2(S)-Tertiary-Butylamino-Carbonyl)-4-(N1-(2)-(N-Methylpiperazinyl)-3-Chloro-Pyrazinyl-5-Carbonyl)-Piperazino]-4(S)-Hydroxy-2(R)-Phenylmethyl-Pentanamide",""
"DB02786","2-Anhydro-3-Fluoro-Quinic Acid",""
"DB02787","N-Acetylmannosaminitol",""
"DB02788","S,3-Hydroxybutan-2-One",""
"DB02789","Pregnenolone",""
"DB02790","Phenyl-Uridine-5'-Diphosphate",""
"DB02791","Tetraphenylphosphonium","Tetraphenylphosphonium"
"DB02792","Deglucobalhimycin",""
"DB02793","Isochorismic Acid",""
"DB02794","N-[5'-O-Phosphono-Ribofuranosyl]-2-[2-Hydroxy-2-[4-[Glutamic Acid]-N-Carbonylphenyl]-3-[2-Amino-4-Hydroxy-Quinazolin-6-Yl]-Propanylamino]-Acetamide",""
"DB02795","P-Anisic Acid",""
"DB02796","9-Deazainosine",""
"DB02797","3-Nitrophenylboronic Acid",""
"DB02798","Alpha-Methylene Adenosine Monophosphate",""
"DB02799","N-[2-(1-Maleimidyl)Ethyl]-7-Diethylaminocoumarin-3-Carboxamide",""
"DB02800","5-Hydroxymethylene-6-Hydrofolic Acid",""
"DB02801","2,3 -Anhydro-Quinic Acid",""
"DB02802","5-Aminocarbonyl-3-Nitrophenyl-Alpha-D-Galactopyranose",""
"DB02803","3-Phenyl-1,2-Propandiol",""
"DB02804","A-98881",""
"DB02805","1-(3-O-Phosphono-Beta-L-Arabinofuranosyl)Pyrimidine-2,4(1h,3h)-Dione",""
"DB02806","2-Methoxyethanol","2-Methoxyethanol"
"DB02807","D-2-Keto-3-Deoxygalactonate",""
"DB02808","Trifluorofurnesyl Diphosphate",""
"DB02809","Brodimoprim-4,6-Dicarboxylate",""
"DB02810","N-(2-Acetamido)Iminodiacetic Acid",""
"DB02811","Diethylphosphono Group",""
"DB02812","(2s,4r)-1-Acetyl-N-[(1s)-4-[(Aminoiminomethyl)Amino]-1-(2-Benzothiazolylcarbonyl)Butyl]-4-Hydroxy-2-Pyrrolidinecarboxamide",""
"DB02813","2-Acetamido-2-Deoxy-D-Glucono-1,5-Lactone",""
"DB02814","3'-Deazo-Thiamin Diphosphate",""
"DB02815","Indene","Indene"
"DB02816","7-(1-Methyl-1,2,3-Triazol-4-Yl)-6-Formyl-2,7-Dihydro-[1,4]Thiazepine-3-Carboxylic Acid, Brl42715, C6-(N1-Methyl-1,2,3-Triazolylmethylene)Penem",""
"DB02817","5-Exo-Hydroxycamphor",""
"DB02818","Iodo-Willardiine",""
"DB02819","Mono-[3,4-Dihydroxy-5-(5-Methyl-Benzoimidazol-1-Yl)-Tetrahydor-Furan-2-Ylmethyl] Ester",""
"DB02820","1-Azepan-1-Yl-2-Phenyl-2-(4-Thioxo-1,4-Dihydro-Pyrazolo[3,4-D]Pyrimidin-5-Yl)Ethanone Adduct",""
"DB02821","Canaline",""
"DB02822","Para-Bromobenzyl Alcohol",""
"DB02823","Phosphonoacetic Acid",""
"DB02824","N-Pyridoxyl-Glycine-5-Monophosphate",""
"DB02825","Methylphosphonic Acid Ester Group",""
"DB02826","Decane","Decane"
"DB02827","7-(1,1-Dioxo-1h-Benzo[D]Isothiazol-3-Yloxymethyl)-2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid",""
"DB02828","5-Fluorolevulinic Acid",""
"DB02829","4-(Acetylamino)-3-[(Aminoacetyl)Amino]Benzoic Acid",""
"DB02830","FR236913",""
"DB02831","Dihydrogenphosphate Ion",""
"DB02832","Siroheme",""
"DB02833","[4-(2-Amino-4-Methyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(3-Nitro-Phenyl)-Amine",""
"DB02834","IDD552",""
"DB02835","Alpha-D-Glucose 1,6-Bisphosphate",""
"DB02836","Guanosine 5'-Diphosphate 2':3'-Cyclic Monophosphate",""
"DB02837","O4-Sulfonylgalactose",""
"DB02838","3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",""
"DB02839","2,4-Dihydroxybenzoic Acid",""
"DB02840","4-(1,3-Benzodioxol-5-Yl)-5-(5-Ethyl-2,4-Dihydroxyphenyl)-2h-Pyrazole-3-Carboxylic Acid",""
"DB02841","[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid",""
"DB02842","Aminacrine",""
"DB02843","Alpha-D-Glucose-1-Phosphate",""
"DB02844","S-Adenosyl-1,8-Diamino-3-Thiooctane",""
"DB02845","Methylphosphinic Acid",""
"DB02846","Thioproline",""
"DB02847","(2s,3r)-1-Amino-2-Methylbutane-2,3-Diol",""
"DB02848","{4-[3-(6,7-Diethoxy-Quinazolin-4-Ylamino)-Phenyl]-Thiazol-2-Yl}-Methanol",""
"DB02849","N-Pyridoxyl-1-Amino-Cyclopropanecarboxylic Acid-5-Monophosphate",""
"DB02850","(1-Tert-Butyl-5-Hydroxy-1h-Pyrazol-4-Yl)-(6-Methanesulfonyl-4'-Methoxy-2-Methyl-Biphenyl-3-Yl)-Methanone",""
"DB02851","Thiocamphor",""
"DB02852","Domoic Acid",""
"DB02853","D-Proline",""
"DB02854","Aetiocholanolone",""
"DB02855","N-(3-Propylcarbamoyloxirane-2-Carbonyl)-Isoleucyl-Proline",""
"DB02856","Methyl-Carbamic Acid Ethyl Ester",""
"DB02857","Guanosine","Guanosine"
"DB02858","3-(4-Benzenesulfonyl-Thiophene-2-Sulfonylamino)-Phenylboronic Acid",""
"DB02859","Soraphen A",""
"DB02860","Calyculin A",""
"DB02861","4-(Aminosulfonyl)-N-[(3,4,5-Trifluorophenyl)Methyl]-Benzamide",""
"DB02862","Gluco-Phenylimidazole",""
"DB02863","Alpha Chlorophyll A",""
"DB02864","Biliverdin Ix Gamma Chromophore",""
"DB02865","Glucosamine 4-Phosphate",""
"DB02866","Dansylamide",""
"DB02867","D-Mannose 1-Phosphate",""
"DB02868","3""-(Beta-Chloroethyl)-2"",4""-Dioxo-3, 5""-Spiro-Oxazolidino-4-Deacetoxy-Vinblastine",""
"DB02869","3-Amino-5-Phenylpentane",""
"DB02870","N-Allyl-Aniline",""
"DB02871","3-Butylthiolane 1-Oxide",""
"DB02872","Cis-[4,5-Bis-(4-Bromophenyl)-2-(2-Ethoxy-4-Methoxyphenyl)-4,5-Dihydroimidazol-1-Yl]-[4-(2-Hydroxyethyl)Piperazin-1-Yl]Methanone",""
"DB02873","1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperazin-1-Yl-3,4-Dihydroquinazolin-2(1h)-One",""
"DB02875","CRA_1802",""
"DB02876","3-(4-Carbamoyl-1-Carboxy-2-Methylsulfonyl-Buta-1,3-Dienylamino)-Indolizine-2-Carboxylic Acid",""
"DB02877","TTNPB",""
"DB02878","3-(2-Aminoethyl)-4-(Aminomethyl)Heptanedioic Acid",""
"DB02879","2,3-Di-O-Sulfo-Alpha-D-Glucopyranose",""
"DB02880","N-[1-(4-Bromophenyl)Ethyl]-5-Fluoro Salicylamide",""
"DB02881","4-(4-Hydroxy-3-Isopropylphenylthio)-2-Isopropylphenol",""
"DB02882","Cyanocinnoline",""
"DB02883","2',3'-Dideoxycytidine-5'-Monophosphate",""
"DB02884","Beta-Cyclohexyl-Alanine",""
"DB02885","4-Imino-5-Methidyl-2-Trifluoromethylpyrimidine",""
"DB02886","Dmp450(Inhibitor of Dupont Merck)",""
"DB02887","2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Triphosphate",""
"DB02888","FKB-001",""
"DB02889","4-O-(4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Beta-D-Lyxo-Hexopyranosyl)-Alpha-D-Erythro-Hexopyranose",""
"DB02890","6-Hydroxyuridine-5'-Phosphate",""
"DB02891","Tricyclazole",""
"DB02892","L-2-Amino-6-Methylene-Pimelic Acid",""
"DB02893","D-Methionine",""
"DB02894","Sulfamic Acid 2,3-O-(1-Methylethylidene)-4,5-O-Sulfonyl-Beta-Fructopyranose Ester",""
"DB02895","3-(Prop-2-Ene-1-Sulfinyl)-Propene-1-Thiol",""
"DB02896","Methylthioinosine",""
"DB02897","Acetylphosphate",""
"DB02898","5-{[(2-Amino-9h-Purin-6-Yl)Oxy]Methyl}-2-Pyrrolidinone",""
"DB02899","N-Carboxymethionine",""
"DB02900","Alpha-D-Mannose-6-Phosphate",""
"DB02901","Dihydrotestosterone","Dihydrotestosterone"
"DB02902","3'-Phosphate-Adenosine-5'-Phosphate Sulfate",""
"DB02903","BV3",""
"DB02904","Beta-3-Serine",""
"DB02905","Phosphoric Acid Mono-[3,4-Dihydroxy-5-(5-Hydroxy-Benzoimidazol-1-Yl)Tetrahydro-Furan-2-Ylmethyl] Ester",""
"DB02906","(2s,4s)-Alpha-Campholinic Acid",""
"DB02907","2-Amino-Vinyl-Phosphate",""
"DB02908","RU78783",""
"DB02909","5-(2-Chlorophenyl)Furan-2-Carboxylic Acid",""
"DB02910","Octanoyl-Coenzyme A",""
"DB02911","2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine",""
"DB02912","Propionyl Coenzyme A",""
"DB02914","(6e)-6-[(2e,4e,6e)-3,7-Dimethylnona-2,4,6,8-Tetraenylidene]-1,5,5-Trimethylcyclohexene",""
"DB02915","4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(4-Trifluoromethyl-Phenyl)-Amine",""
"DB02916","[(2r,3s,4r,5r)-5-(6-Amino-9h-Purin-9-Yl)-3,4-Dihydroxytetrahydro-2-Furanyl]Methyl Sulfamate",""
"DB02917","N-Hydroxy-4-(Methyl{[5-(2-Pyridinyl)-2-Thienyl]Sulfonyl}Amino)Benzamide",""
"DB02918","6-(4-Difluoromethoxy-3-Methoxy-Phenyl)-2h-Pyridazin-3-One",""
"DB02919","2,4-Diamino-6-[N-(3',4',5'-Trimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",""
"DB02920","Zn(Ii)-(20-Oxo-Protoporphyrin Ix)",""
"DB02921","(South)-Methanocarba-Thymidine",""
"DB02922","Hexafluoroacetone Hydrate",""
"DB02923","Biphenyl-2,3-Diol",""
"DB02924","D-Limonene 1,2-Epoxide",""
"DB02925","Piretanide",""
"DB02926","2-Oxo-Glutaric Acid",""
"DB02927","Mixed Carbamic Phosphoric Acid Anhydride of 7,8-Diaminononanic Acid",""
"DB02928","3-Amino-6-Hydroxy-Tyrosine",""
"DB02929","K201",""
"DB02930","Phosphothiophosphoric Acid-Adenylate Ester",""
"DB02931","Coa-S-Acetyl Tryptamine",""
"DB02932","(2r)-N-[4-Cyano-3-(Trifluoromethyl)Phenyl]-3-[(4-Fluorophenyl)Sulfonyl]-2-Hydroxy-2-Methylpropanamide",""
"DB02933","5'-Deoxy-5'-(Methylthio)-Tubercidin",""
"DB02934","9-(6-Deoxy-Alpha-L-Talofuranosyl)-6-Methylpurine",""
"DB02935","1-Methoxy-2-(2-Methoxyethoxy)Ethane",""
"DB02936","4-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Butyric Acid",""
"DB02937","Gamma-Arsono-Beta, Gamma-Methyleneadenosine-5'-Diphosphate",""
"DB02938","Heptanoic Acid",""
"DB02939","[(1e)-4-Phenylbut-1-Enyl]Benzene",""
"DB02940","(4s)-2-[(1e)-1-Aminoprop-1-Enyl]-4,5-Dihydro-1,3-Thiazole-4-Carboxylic Acid",""
"DB02941","3-(1-Aminoethyl)Nonanedioic Acid",""
"DB02942","Inositol 1,3-Bisphosphate",""
"DB02943","N-(4-Aminobutanoyl)-S-(4-Methoxybenzyl)-L-Cysteinylglycine",""
"DB02944","Alpha-D-Mannose",""
"DB02945","L-Iduronic Acid",""
"DB02946","Carpropamide",""
"DB02947","2-Fluoro-2'-Deoxyadenosine",""
"DB02948","Fosmidomycin",""
"DB02949","2-Acetyl-Protoporphyrin Ix",""
"DB02950","Hymenialdisine",""
"DB02951","3-Hydroxypyruvic Acid",""
"DB02952","Alpha-Aminoisobutyric Acid",""
"DB02953","2-Thiomethyl-3-Phenylpropanoic Acid",""
"DB02954","(Carboxyhydroxyamino)Ethanoic Acid",""
"DB02955","Ricinoleic Acid",""
"DB02956","Pentasulfide-Sulfur",""
"DB02957","Orotidine-5'-Monophosphate",""
"DB02958","Selenomethionine Selenoxide",""
"DB02959","5-Hydroxy-L-Tryptophan",""
"DB02960","1-Carboxyethylaminomethyl-4-Aminomethylbenzene",""
"DB02961","L-Rhamnose",""
"DB02962","Benzimidazole",""
"DB02963","(5-Chloropyrazolo[1,5-a]Pyrimidin-7-Yl)-(4-Methanesulfonylphenyl)Amine",""
"DB02964","8,9,10-Trihydroxy-7-Hydroxymethyl-2-Thioxo-6-Oxa-1,3-Diaza-Spiro[4.5]Decan-4-One",""
"DB02965","Ndelta-(N'-Sulphodiaminophosphinyl)-L-Ornithine",""
"DB02966","Fluoro-Willardiine",""
"DB02967","N-Ethylmaleimide",""
"DB02968","Penicillin G Acyl-Serine",""
"DB02969","4-Methyl-5-Hydroxyethylthiazole",""
"DB02970","2-Propyl-Aniline",""
"DB02971","2-Amino-4-(2-Amino-Ethoxy)-Butyric Acid",""
"DB02972","1-Benzyl-(R)-Propylamine",""
"DB02973","4-(5-Bromo-2-Oxo-2h-Indol-3-Ylazo)-Benzenesulfonamide",""
"DB02974","4-(4-Chlorophenyl)Imidazole",""
"DB02975","Ge2270a",""
"DB02976","Uridine-5'-Monophosphate 2-Deoxy-2-Fluoro-Galactopyranosyl-Monophosphate Ester",""
"DB02977","PNU177836",""
"DB02978","Beta-Hydroxyleucine",""
"DB02979","N1,N14-Bis((S-Methyl)Isothioureido)Tetradecane",""
"DB02980","Thymidine-5'-(Dithio)Phosphate",""
"DB02981","Vitamin B6 Complexed with 2-Amino-Hexanoic Acid",""
"DB02982","Bombykol",""
"DB02983","Para-Mercury-Benzenesulfonic Acid",""
"DB02984","4-[3-Methylsulfanylanilino]-6,7-Dimethoxyquinazoline",""
"DB02985","8-Iodo-Guanine",""
"DB02986","N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide",""
"DB02987","Cysteine-S-Acetamide",""
"DB02988","Imino-Tryptophan",""
"DB02989","CRA_10972",""
"DB02990","C16-Fatty-Acyl-Substrate-Mimic",""
"DB02991","S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea",""
"DB02992","1-Deoxy-6-O-Phosphono-1-[(Phosphonomethyl)Amino]-L-Threo-Hexitol",""
"DB02993","8-Methyl-9-Oxoguanine",""
"DB02994","Hydroxydimethylarsine Oxide",""
"DB02995","Cyclohexylammonium Ion",""
"DB02996","2-(Thiomethylene)-4-Methylpentanoic Acid",""
"DB02998","Methyltrienolone",""
"DB02999","Quisqualate",""
"DB03000","9-Hydroxypropyladenine, S-Isomer",""
"DB03001","Peridinin",""
"DB03002","4-Iodophenol",""
"DB03003","Glutathione Sulfonic Acid",""
"DB03004","1-[(1s)-Carboxy-2-(Methylsulfinyl)Ethyl]-(3r)-[(5s)-5-Amino-5-Carboxypentanamido]-(4r)-Sulfanylazetidin-2-One",""
"DB03005","3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-5-Yl]Hexyl]-Phenanthridinium",""
"DB03006","4-Aminophenylarsonic Acid",""
"DB03007","9r,13r-Opda",""
"DB03008","5-Fluoro-Beta-L-Gulosyl Fluoride",""
"DB03009","2-[(2-Oxo-2-Piperidin-1-Ylethyl)Thio]-6-(Trifluoromethyl)Pyrimidin-4(1h)-One",""
"DB03010","Epothilone B",""
"DB03011","Adenosine-5'-(Dithio)Phosphate",""
"DB03012","Phenylalanine-N-Sulfonamide",""
"DB03013","Di(N-Acetyl-D-Glucosamine)",""
"DB03014","Heme",""
"DB03015","6-Hydroxy-1,6-Dihydro Purine Nucleoside",""
"DB03016","CRA_1801",""
"DB03017","Lauric Acid","Lauric_acid"
"DB03018","3,4-Dimethylaniline",""
"DB03019","4-(2,5-Dichloro-Thiophen-3-Yl)-Pyrimidin-2-Ylamine",""
"DB03020","5-Beta-D-Ribofuranosylnicotinamide Adenine Dinucleotide",""
"DB03021","Ulapualide A",""
"DB03022","3-{2,6,8-Trioxo-9-[(2r,3s,4r)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Propyl Dihydrogen Phosphate",""
"DB03023","1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",""
"DB03024","2-Methyl-3-(2-Aminothiazolo)Propanal",""
"DB03025","1-Octen-3-Ol",""
"DB03026","Phosphoglycolohydroxamic Acid",""
"DB03027","7-Hydroxy-Pyrazolo[4,3-D]Pyrimidine",""
"DB03028","1h-Benoximidazole-2-Carboxylic Acid",""
"DB03029","Ortho-Xylene",""
"DB03030","4-(2-Thienyl)-1-(4-Methylbenzyl)-1h-Imidazole",""
"DB03031","Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Octyl-Amide",""
"DB03032","S-Octylglutathione",""
"DB03033","1-Methyloxy-4-Sulfone-Benzene",""
"DB03034","Dextrofloxacine",""
"DB03035","1,8-Di-Hydroxy-4-Nitro-Anthraquinone",""
"DB03037","Oxidized Acetyl Dithranol",""
"DB03038","LY341770",""
"DB03039","4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide",""
"DB03040","Nitrilotriacetic Acid",""
"DB03041","Udp-Glucuronic Acid",""
"DB03042","5-Phosphoarabinonic Acid",""
"DB03043","(S)-2-Amino-3-(6h-Selenolo[2,3-B]-Pyrrol-4-Yl)-Propionic Acid",""
"DB03044","1-(5-Tert-Butyl-2-P-Tolyl-2h-Pyrazol-3-Yl)-3-[4-(2-Morpholin-4-Yl-Ethoxy)-Naphthalen-1-Yl]-Urea",""
"DB03045","Pantothenyl-Aminoethanol-Acetate Pivalic Acid",""
"DB03046","7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide",""
"DB03047","L-Alpha-Phosphatidyl-Beta-Oleoyl-Gamma-Palmitoyl-Phosphatidylethanolamine",""
"DB03048","6-Carboxymethyluracil",""
"DB03049","S-Selanyl Cysteine",""
"DB03050","Geran-8-Yl Geran",""
"DB03051","Tetrahydrofuran-2-Carboxylic Acid",""
"DB03052","Dazoxiben",""
"DB03053","1-Aminocyclopropylphosphonate",""
"DB03054","Tribromomethane",""
"DB03055","Ester",""
"DB03056","4-Piperidino-Piperidine",""
"DB03057","Malonaldehyde",""
"DB03058","Isatoic Anhydride",""
"DB03059","Acetoacetyl-Coenzyme A",""
"DB03060","Sri-9662",""
"DB03061","(R)-N-(1-Methyl-Hexyl)-Formamide",""
"DB03062","(1-Methyl-1h-Imidazol-2-Yl)-(3-Methyl-4-{3-[(Pyridin-3-Ylmethyl)-Amino]-Propoxy}-Benzofuran-2-Yl)-Methanone",""
"DB03063","N-(1-Benzyl-3-{[3-(1,3-Dioxo-1,3-Dihydro-Isoindol-2-Yl)-Propionyl]-[2-(Hexahydro-Benzo[1,3]Dioxol-5-Yl)-Ethyl]-Amino}-2-Hydroxy-Propyl)-4-Benzyloxy-3,5-Dimethoxy-Benzamide",""
"DB03064","3-Decyl-2,5-Dioxo-4-Hydroxy-3-Pyrroline",""
"DB03065","7-Nitroindazole-2-Carboxamidine",""
"DB03066","D-Lactic Acid",""
"DB03067","4-{2,4-Bis[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid",""
"DB03068","Zebularine",""
"DB03069","Cytidine-5'-Diphospho-Beta-D-Xylose",""
"DB03070","Selenazole-4-Carboxyamide-Adenine Dinucleotide",""
"DB03071","4-Methylidene-5-One",""
"DB03072","2-{3-[4-(4-Fluorophenyl)-3,6-Dihydro-1(2h)-Pyridinyl]Propyl}-8-Methyl-4(3h)-Quinazolinone",""
"DB03073","3-Methoxybenzamide",""
"DB03074","7-Deaza-7-Cyano-Guanine",""
"DB03075","(Diphosphono)Aminophosphonic Acid",""
"DB03076","AHA047",""
"DB03077","3-Amino-4-{3-[2-(2-Propoxy-Ethoxy)-Ethoxy]-Propylamino}-Cyclobut-3-Ene-1,2-Dione",""
"DB03078","PASBN",""
"DB03079","Alpha-Ribazole-5'-Phosphate Derivative",""
"DB03080","17-Dmag",""
"DB03081","Crc200 (Chiron-Behring)",""
"DB03082","6-[(Z)-Amino(Imino)Methyl]-N-[4-(Aminomethyl)Phenyl]-4-(Pyrimidin-2-Ylamino)-2-Naphthamide",""
"DB03083","IC261",""
"DB03084","Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine",""
"DB03085","Hydroxyacetic Acid",""
"DB03086","N'-(2s,3r)-3-Amino-4-Cyclohexyl-2-Hydroxy-Butano-N-(4-Methylphenyl)Hydrazide",""
"DB03087","2-(Sec-Butyl)Thiazole",""
"DB03088","Pyroglutamic Acid",""
"DB03089","L-Iso-Aspartate",""
"DB03090","Ethylaminobenzylmethylcarbonyl Group",""
"DB03091","4-Amido-4-Carbamoyl-Butyric Acid",""
"DB03092","5-Hydroxymethyl-Chonduritol",""
"DB03093","8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",""
"DB03094","3,5-Dihydro-5-Methylidene-4h-Imidazol-4-On",""
"DB03095","Tetramethylammonium Ion",""
"DB03096","N-Aminoethylmorpholine",""
"DB03097","Pmp-Hydroxyisoxazole, Pyridoxamine-5-Phosphate-Hydroxyisoxazole",""
"DB03098","[Methylseleno]Acetate",""
"DB03099","5-Amino 6-Nitro Uracil",""
"DB03100","6-Nitroindazole",""
"DB03101","Ribose-1-Phosphate",""
"DB03102","2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid",""
"DB03103","Thymidine-5'- Diphosphate",""
"DB03104","RU82129",""
"DB03105","5-Hydroxy Norvaline",""
"DB03106","Myo-Inositol",""
"DB03107","Beta-Alanine",""
"DB03108","4-Phospho-D-Erythronate",""
"DB03109","N-Acetyl-D-Allosamine",""
"DB03110","2-Chlorophenol",""
"DB03111","Glucosamine 1-Phosphate",""
"DB03112","6-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Hexanoic Acid",""
"DB03113","3-Fluoro-2-(Phosphonooxy)Propanoic Acid",""
"DB03114","PAS219",""
"DB03115","5-Bromo-N-(2,3-Dihydroxypropoxy)-3,4-Difluoro-2-[(2-Fluoro-4-Iodophenyl)Amino]Benzamide",""
"DB03116","5-(1-Carboxy-1-Phosphonooxy-Ethoxyl)-Shikimate-3-Phosphate",""
"DB03117","2-Carboxypropyl-Coenzyme A",""
"DB03118","1-(5-Chloroindol-3-Yl)-3-Hydroxy-3-(2h-Tetrazol-5-Yl)-Propenone",""
"DB03119","Pentane",""
"DB03120","Para-Toluene Sulfonate",""
"DB03121","1-Benzyl-5-Methoxy-2-Methyl-1h-Indol-3-Yl)-Acetic Acid",""
"DB03122","B-Octylglucoside",""
"DB03123","(R)-4-Amino-Isoxazolidin-3-One",""
